"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.750820851387768E9,"2025-06-24 20:07:31.388 UTC-07:00"
"PAUSE",1.490919423750020E2,1.750821000479477E9,"2025-06-24 20:10:00.479 UTC-07:00"
