"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.737075600755179E9,"2025-01-16 17:00:00.755 UTC-08:00"
"PAUSE",8.870084208334447E0,1.737075609625227E9,"2025-01-16 17:00:09.625 UTC-08:00"
