"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.750821898266643E9,"2025-06-24 20:24:58.267 UTC-07:00"
"PAUSE",2.386115431250073E2,1.750822136877815E9,"2025-06-24 20:28:56.878 UTC-07:00"
