"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.736219605058732E9,"2025-01-06 19:13:25.059 UTC-08:00"
"PAUSE",1.355458691669628E1,1.736219618613124E9,"2025-01-06 19:13:38.613 UTC-08:00"
