"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)","Absolute (rad/s)"
2.358904170E-2,1.427246444E-2,4.420747980E-3,8.835615590E-4,1.496752935E-2
3.362404168E-2,-2.153218165E-2,1.288435189E-3,2.637430327E-3,2.173133568E-2
4.365904169E-2,-3.202929720E-2,-1.957583427E-2,-1.243328094E-3,3.755842158E-2
5.369304167E-2,-1.863447949E-2,-2.470061183E-2,-3.361821291E-4,3.094312636E-2
6.372804168E-2,-2.026113868E-2,-8.849478327E-3,-7.593583432E-4,2.212246895E-2
7.376304167E-2,-4.276232794E-2,1.344433706E-2,-1.908762846E-3,4.486658295E-2
8.379804168E-2,-4.911023751E-2,-1.065487415E-2,-6.666766480E-3,5.069307198E-2
9.383304167E-2,-2.650883049E-2,-4.669506848E-2,-6.119842175E-3,5.404257564E-2
1.038680417E-1,-2.281689085E-2,-2.272768505E-2,-5.942209624E-3,3.274855769E-2
1.139030417E-1,-5.854154006E-2,9.281532839E-4,-6.413021125E-3,5.889906808E-2
1.239380417E-1,-1.016088575E-1,-2.907475270E-2,-5.993839353E-3,1.058566355E-1
1.339720417E-1,-9.884340316E-2,-4.083026201E-2,-1.069387514E-2,1.074778471E-1
1.440070417E-1,-5.543734133E-2,-3.623843938E-2,-1.497171074E-2,6.790195450E-2
1.540420417E-1,-3.175308928E-2,-4.983884096E-2,-2.032954618E-2,6.249367324E-2
1.640770417E-1,-4.098946601E-2,-4.400145635E-2,-2.271493897E-2,6.428244657E-2
1.741120417E-1,-5.282608792E-2,-3.517242149E-2,-2.435518056E-2,6.797697859E-2
1.841470417E-1,-5.631775782E-2,-5.396235734E-2,-2.806869149E-2,8.289437434E-2
1.941820417E-1,-5.370501056E-2,-8.372956514E-2,-2.717301808E-2,1.031176083E-1
2.042170417E-1,-5.261391401E-2,-1.011064276E-1,-3.045057133E-2,1.179744504E-1
2.142520417E-1,-6.795383245E-2,-9.731284529E-2,-3.911630437E-2,1.249703904E-1
2.242870417E-1,-9.579425305E-2,-9.235376865E-2,-3.573568538E-2,1.377780705E-1
2.343210417E-1,-1.297989786E-1,-8.453517407E-2,-3.759822622E-2,1.593976070E-1
2.443560417E-1,-1.581259668E-1,-8.743588626E-2,-3.673376516E-2,1.843860762E-1
2.543910417E-1,-1.848405898E-1,-1.027445421E-1,-3.770374134E-2,2.148116772E-1
2.644260417E-1,-1.981143206E-1,-1.302344948E-1,-4.049260542E-2,2.405201837E-1
2.744610417E-1,-2.080121040E-1,-1.478615999E-1,-3.901261464E-2,2.581744996E-1
2.844960417E-1,-2.195169479E-1,-1.489266008E-1,-4.299990088E-2,2.687300026E-1
2.945310417E-1,-2.337596118E-1,-1.472053975E-1,-4.519296065E-2,2.799203259E-1
3.045660417E-1,-2.490232587E-1,-1.567704082E-1,-4.524169490E-2,2.977185839E-1
3.146010417E-1,-2.483082414E-1,-1.644755453E-1,-4.235175624E-2,3.008369309E-1
3.246350417E-1,-2.342515439E-1,-1.552144140E-1,-4.640455544E-2,2.848134177E-1
3.346700417E-1,-2.075074017E-1,-1.316379458E-1,-5.902795494E-2,2.527294403E-1
3.447050417E-1,-1.808068156E-1,-1.129542664E-1,-4.989944026E-2,2.189514216E-1
3.547400417E-1,-1.651857346E-1,-1.019056439E-1,-5.520252138E-2,2.017880213E-1
3.647750417E-1,-1.474823654E-1,-9.545733035E-2,-4.920428246E-2,1.824396103E-1
3.748100417E-1,-1.295800656E-1,-9.529434144E-2,-5.802680179E-2,1.709944872E-1
3.848450417E-1,-1.181969196E-1,-1.242349148E-1,-5.315801129E-2,1.795288278E-1
3.948800417E-1,-1.020673737E-1,-1.392367631E-1,-6.099452078E-2,1.830982156E-1
4.049150417E-1,-8.754728734E-2,-1.381272972E-1,-6.512881815E-2,1.760268181E-1
4.149490417E-1,-8.101653308E-2,-1.411897540E-1,-7.271543145E-2,1.782856114E-1
4.249840417E-1,-7.364810258E-2,-1.511755437E-1,-6.678057462E-2,1.809357156E-1
4.350190417E-1,-6.798470765E-2,-1.685465872E-1,-5.500081554E-2,1.898814426E-1
4.450540417E-1,-6.536788493E-2,-1.809720993E-1,-6.327924877E-2,2.025540037E-1
4.550890417E-1,-6.447395682E-2,-1.628196687E-1,-6.673908979E-2,1.874066213E-1
4.651240417E-1,-6.558848917E-2,-1.328577846E-1,-6.093339622E-2,1.602058664E-1
4.751590417E-1,-6.118396670E-2,-1.291476488E-1,-5.180193111E-2,1.520066875E-1
4.851940417E-1,-5.244001001E-2,-1.462012082E-1,-5.058673024E-2,1.633516612E-1
4.952290417E-1,-2.961148694E-2,-1.443808079E-1,-6.247897074E-2,1.600821028E-1
5.052630417E-1,-1.684192102E-5,-1.362584233E-1,-7.996182144E-2,1.579881359E-1
5.152980417E-1,3.004175983E-2,-1.729905158E-1,-1.124328300E-1,2.084930866E-1
5.253330417E-1,2.584408596E-2,-2.552813888E-1,-1.227491125E-1,2.844360189E-1
5.353680417E-1,1.407048106E-2,-3.306079209E-1,-1.106126755E-1,3.489050584E-1
5.454030417E-1,9.193434380E-3,-2.912919521E-1,-8.761574328E-2,3.043222619E-1
5.554380417E-1,1.493949257E-2,-2.099880874E-1,-6.205028668E-2,2.194730584E-1
5.654730417E-1,-1.610454870E-3,-2.106589377E-1,-7.005228847E-2,2.220069925E-1
5.755080417E-1,-3.408545628E-2,-2.782815695E-1,-8.367055655E-2,2.925802664E-1
5.855430417E-1,-4.631575942E-2,-3.375387490E-1,-5.050621554E-2,3.444247878E-1
5.955780417E-1,-3.393797949E-2,-3.200253546E-1,-6.343376637E-2,3.280119766E-1
6.056120417E-1,-2.230647253E-3,-2.815876603E-1,-8.792526275E-2,2.950041323E-1
6.156470417E-1,3.755835816E-2,-2.744930387E-1,-8.186090738E-2,2.888914445E-1
6.256820417E-1,6.387970597E-2,-3.084904253E-1,-4.962387681E-2,3.189192508E-1
6.357170417E-1,5.773641169E-2,-3.273882270E-1,-1.024456322E-2,3.325980990E-1
6.457520417E-1,3.621940315E-2,-3.084667325E-1,-5.157659762E-3,3.106286717E-1
6.557870417E-1,1.389349625E-2,-2.437198162E-1,-3.726861998E-2,2.469439776E-1
6.658220417E-1,1.141089760E-2,-2.044059634E-1,-3.049753048E-2,2.069833467E-1
6.758570417E-1,3.238474950E-2,-1.997049898E-1,3.013574984E-3,2.023361969E-1
6.858920417E-1,1.015028544E-2,-1.992964596E-1,2.246423811E-2,2.008152113E-1
6.959260417E-1,-1.187732257E-2,-1.523919851E-1,3.231316060E-2,1.562322894E-1
7.059610417E-1,-2.220133319E-2,-1.028774306E-1,4.144940153E-2,1.131137384E-1
7.159960417E-1,-2.724891528E-2,-7.484993339E-2,6.254706532E-2,1.012775952E-1
7.260310417E-1,-3.062420525E-2,-1.833898388E-2,4.626929760E-2,5.843807130E-2
7.360660417E-1,-2.842373773E-2,5.327400193E-2,4.404489696E-2,7.473942130E-2
7.461010417E-1,-4.701872543E-2,8.097700030E-2,3.303379193E-2,9.929383932E-2
7.561360417E-1,-7.007603347E-2,3.197616339E-2,3.817737103E-2,8.596881499E-2
7.661710417E-1,-6.449644268E-2,-1.533142850E-2,6.168509275E-2,9.055326877E-2
7.762060417E-1,-4.312407598E-2,-6.076769438E-3,7.929858565E-2,9.047031968E-2
7.862402083E-1,-4.278292507E-2,3.456573188E-2,8.512611687E-2,1.013490221E-1
7.962752084E-1,-7.051027566E-2,8.596652001E-2,6.558535993E-2,1.290867188E-1
8.063102083E-1,-7.525869459E-2,1.205644459E-1,4.480418190E-2,1.490203725E-1
8.163452084E-1,-2.872043662E-2,8.493877202E-2,5.281264707E-2,1.040607234E-1
8.263802083E-1,2.811658196E-3,2.594176121E-2,6.253824383E-2,6.776365056E-2
8.364152084E-1,1.132671605E-3,5.794554204E-2,7.081772387E-2,9.151021146E-2
8.464502083E-1,-1.235650573E-2,1.300905645E-1,5.957332999E-2,1.436148316E-1
8.564852084E-1,-2.293207496E-2,1.255008876E-1,5.085957423E-2,1.373428162E-1
8.665202083E-1,-1.603502035E-2,8.510926366E-2,3.613282740E-2,9.384183424E-2
8.765542083E-1,-2.514104545E-2,5.433366820E-2,3.703886643E-2,7.039955464E-2
8.865892084E-1,-3.355370462E-2,3.684468940E-2,2.815163136E-2,5.723544862E-2
