"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.750822379197666E9,"2025-06-24 20:32:59.198 UTC-07:00"
"PAUSE",2.242969386250188E2,1.750822603492699E9,"2025-06-24 20:36:43.493 UTC-07:00"
