"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.750821564049880E9,"2025-06-24 20:19:24.050 UTC-07:00"
"PAUSE",9.782754570833640E1,1.750821661877272E9,"2025-06-24 20:21:01.877 UTC-07:00"
