"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)","Absolute (rad/s)"
2.110541458E0,-2.275719643E-1,6.459968090E-1,-7.367205620E-2,6.888602529E-1
2.120561458E0,-1.208632812E-1,8.055092692E-1,-1.756441593E-1,8.332490542E-1
2.130581458E0,-4.150188342E-2,7.433398962E-1,-3.060452938E-1,8.049474079E-1
2.140600458E0,6.653383840E-3,4.405620992E-1,-4.160010517E-1,6.059670831E-1
2.150620458E0,8.651439846E-2,2.791902423E-1,-3.901542723E-1,4.874959372E-1
2.160640458E0,1.364564151E-1,1.713742316E-1,-3.058301806E-1,3.761935404E-1
2.170660458E0,1.664683819E-1,9.766778350E-2,-1.872435957E-1,2.689068282E-1
2.180679458E0,1.839992553E-1,1.310695857E-1,-6.626987457E-2,2.354286697E-1
2.190699458E0,1.868174225E-1,1.928512007E-1,4.375490174E-2,2.720419570E-1
2.200719458E0,1.493526399E-1,1.484064162E-1,1.134609729E-1,2.391737188E-1
2.210739458E0,7.770882547E-2,3.643859550E-2,1.432662755E-1,1.670079594E-1
2.220758458E0,-1.203135401E-2,-4.393109679E-2,1.318788379E-1,1.395231975E-1
2.230778458E0,-9.325563163E-2,-2.137385681E-2,1.169523373E-1,1.511003104E-1
2.240798458E0,-1.917216927E-1,4.158168286E-2,4.398189858E-2,2.010488776E-1
2.250818458E0,-3.103748262E-1,1.763163251E-3,-6.773397326E-2,3.176846433E-1
2.260837458E0,-3.771766424E-1,2.554763854E-2,-1.401512027E-1,4.031839047E-1
2.270857458E0,-4.838517010E-1,-2.640583925E-2,-2.047584355E-1,5.260567972E-1
2.280877458E0,-5.897944570E-1,-9.387513995E-2,-3.319451213E-1,6.832697907E-1
2.290897458E0,-7.309116125E-1,-2.822919190E-1,-4.324600101E-1,8.949537268E-1
2.300916458E0,-8.328364491E-1,-4.679833949E-1,-4.751767814E-1,1.066966720E0
2.310936458E0,-8.622198701E-1,-5.404061675E-1,-3.829153180E-1,1.087237817E0
2.320956458E0,-8.600186110E-1,-4.894966781E-1,-1.409212947E-1,9.995488084E-1
2.330976458E0,-7.305037975E-1,-2.866586149E-1,1.911067218E-1,8.076699442E-1
2.340995458E0,-5.509957075E-1,-1.386782993E-2,4.050866365E-1,6.840202990E-1
2.351015458E0,-3.946135640E-1,1.668779850E-1,3.792627454E-1,5.721960825E-1
2.361035458E0,-2.376303673E-1,2.037021816E-1,2.977331579E-1,4.319812537E-1
2.371055458E0,-7.350879908E-2,1.188157797E-1,2.166127264E-1,2.577630817E-1
2.381074458E0,1.256391704E-1,3.222342581E-2,1.365518272E-1,1.883346803E-1
2.391094458E0,2.865242064E-1,4.016550630E-2,3.487845883E-2,2.914204791E-1
2.401114458E0,3.680201471E-1,5.785908923E-2,-5.655184761E-2,3.768084584E-1
2.411134458E0,3.792403042E-1,2.291433048E-3,-1.202759668E-1,3.978627492E-1
2.421153458E0,3.419350088E-1,-1.825630963E-1,-1.527542770E-1,4.166325761E-1
2.431173458E0,2.780345976E-1,-4.111768305E-1,-1.727181226E-1,5.255484500E-1
2.441193458E0,2.301642895E-1,-6.039968729E-1,-2.085198015E-1,6.791673801E-1
2.451213458E0,2.543561757E-1,-7.728756666E-1,-2.910051048E-1,8.641283650E-1
2.461232458E0,3.202088475E-1,-8.786995411E-1,-4.098041952E-1,1.021071040E0
2.471252458E0,4.144141674E-1,-8.351584673E-1,-5.193943381E-1,1.067239076E0
2.481272458E0,4.917153120E-1,-7.298325896E-1,-6.063087583E-1,1.068667332E0
2.491292458E0,5.225576758E-1,-5.780066252E-1,-6.710166335E-1,1.028310024E0
2.501311458E0,5.040677786E-1,-3.522435427E-1,-7.161087990E-1,9.439129466E-1
2.511331458E0,4.573332667E-1,-1.193072349E-1,-7.407590151E-1,8.786989539E-1
2.521351458E0,4.281057119E-1,1.081788912E-2,-7.441273928E-1,8.585552422E-1
2.531371458E0,3.919522166E-1,4.246689752E-2,-7.293018103E-1,8.290422836E-1
2.541390458E0,3.296577334E-1,7.916299254E-2,-7.211585641E-1,7.968755707E-1
2.551410458E0,2.358523905E-1,1.991868615E-1,-7.150378227E-1,7.788330013E-1
2.561430458E0,8.450029790E-2,2.545628250E-1,-7.354275584E-1,7.828130210E-1
2.571450458E0,-1.374962777E-1,6.348314881E-2,-6.589900851E-1,6.761680774E-1
2.581469458E0,-3.829577565E-1,-3.104103804E-1,-4.465254545E-1,6.651287312E-1
2.591489458E0,-6.208749413E-1,-6.820787191E-1,-1.622628421E-1,9.365075023E-1
2.601509458E0,-7.504898310E-1,-1.031867504E0,1.544327438E-1,1.285237334E0
2.611529458E0,-8.130978346E-1,-1.250398517E0,4.708455801E-1,1.564071641E0
2.621548458E0,-8.157494068E-1,-1.249307394E0,7.074381113E-1,1.651267616E0
2.631568458E0,-8.141557574E-1,-1.083570957E0,8.693074584E-1,1.610177342E0
2.641588458E0,-8.491830826E-1,-9.160861969E-1,9.425204396E-1,1.564822868E0
2.651608458E0,-9.261209965E-1,-8.303952813E-1,9.151473641E-1,1.544263942E0
2.661627458E0,-1.021492004E0,-8.331528902E-1,8.076131940E-1,1.545907088E0
2.671647458E0,-1.010510206E0,-1.048026323E0,7.343448400E-1,1.630568120E0
2.681667458E0,-9.464438558E-1,-1.133227587E0,8.167678118E-1,1.687326404E0
2.691686458E0,-7.284960747E-1,-1.210762024E0,7.671382427E-1,1.607840879E0
2.701706458E0,-4.768315554E-1,-1.217130303E0,7.264980674E-1,1.495517954E0
2.711726458E0,-2.942833006E-1,-1.220077872E0,6.302096248E-1,1.404406226E0
2.721746458E0,-1.599799246E-1,-1.112108111E0,5.383083820E-1,1.245854703E0
2.731765458E0,-6.646862626E-2,-9.542739987E-1,4.633987248E-1,1.062918304E0
2.741785458E0,-1.774266362E-2,-1.006592155E0,4.325799644E-1,1.095749968E0
2.751805458E0,6.927585602E-2,-9.546684623E-1,3.259398043E-1,1.011151706E0
2.761825458E0,7.772485167E-2,-8.304947019E-1,2.765760720E-1,8.787815007E-1
2.771844458E0,2.164028026E-2,-5.877177715E-1,3.525882959E-1,6.857105710E-1
2.781864458E0,4.575514048E-2,-2.342208922E-1,4.239044189E-1,4.864647116E-1
2.791884458E0,2.994048968E-2,1.058273204E-2,4.723111093E-1,4.733774510E-1
2.801904458E0,-5.557695031E-2,2.075271755E-1,4.431883991E-1,4.925162770E-1
2.811923458E0,-1.322818398E-1,4.488021135E-1,3.376758397E-1,5.770154200E-1
2.821943458E0,-1.709489375E-1,8.444361091E-1,1.897293776E-1,8.822092259E-1
2.831962875E0,-1.916451603E-1,1.186205626E0,3.827859834E-2,1.202196700E0
2.841982875E0,-2.547508776E-1,1.393519521E0,-1.226095632E-1,1.421909902E0
2.852001875E0,-4.070099294E-1,1.340439320E0,-2.825140059E-1,1.429072712E0
2.862021875E0,-5.589001775E-1,1.006513596E0,-4.407973886E-1,1.232777905E0
2.872041875E0,-6.565085053E-1,9.411913157E-1,-4.648750424E-1,1.238124919E0
2.882061875E0,-7.637636065E-1,1.115563631E0,-3.930818141E-1,1.407952547E0
2.892080875E0,-8.471716642E-1,1.115822792E0,-3.579030335E-1,1.445978877E0
2.902100875E0,-7.946653366E-1,9.368499517E-1,-4.203051329E-1,1.298397949E0
2.912120875E0,-6.687617302E-1,6.776242256E-1,-5.419266224E-1,1.095491354E0
2.922140875E0,-5.238233805E-1,4.418582320E-1,-6.647545099E-1,9.547398544E-1
2.932159875E0,-3.800457120E-1,2.430194318E-1,-7.399834991E-1,8.666422366E-1
2.942179875E0,-2.583163381E-1,-5.913253129E-2,-7.792789340E-1,8.231036652E-1
2.952199875E0,-1.737188995E-1,-3.013294637E-1,-7.415475249E-1,8.190668065E-1
2.962219875E0,-1.093057394E-1,-3.994787931E-1,-6.195723414E-1,7.452522641E-1
