"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.750824137444258E9,"2025-06-24 21:02:17.444 UTC-07:00"
"PAUSE",2.088812483749934E2,1.750824346326498E9,"2025-06-24 21:05:46.326 UTC-07:00"
"START",2.088812483749934E2,1.750824383703774E9,"2025-06-24 21:06:23.704 UTC-07:00"
"PAUSE",2.536793845416396E2,1.750824428502122E9,"2025-06-24 21:07:08.502 UTC-07:00"
